pool,problem,composition_model,partition,mechanism_id,mechanism_status,noise_model,variant,baseline_variant,n_pairs,baseline_failures,candidate_failures,completion_delta_mean,penalized_time_delta_mean_s,penalized_delta_ci_low_s,penalized_delta_ci_high_s,both_complete_n,completed_time_delta_mean_s,completed_time_delta_median_s,completed_regression_rate,completed_worst_regression_s,mean_completed_reduction_pct,ci_scope,precision_warning,completed_delta_ci_low_s,completed_delta_ci_high_s
broad,4,broad_joint,all,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,deterministic,coverage,current,12,0,0,0.0,-2172.1977477500004,-2592.5866426375005,-1842.0003121125008,12,-2172.1977477500004,-2097.0819690000008,0.0,-1163.1190650000008,19.312185737807777,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2619.5025551291674,-1839.1273266937503
broad,4,broad_joint,confirmation,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,all,combined_cover,current,12,0,0,0.0,-2391.5028775,-2817.9355261041665,-1990.340679733334,12,-2391.5028775,-2259.6065340000005,0.0,-1162.3282230000004,21.204998575164478,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2866.8614850687504,-2002.5108182000001
broad,4,broad_joint,confirmation,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,all,coverage,current,12,0,0,0.0,-2172.1977477500004,-2618.0937422541665,-1825.7868241666672,12,-2172.1977477500004,-2097.0819690000008,0.0,-1163.1190650000008,19.312185737807777,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2613.897111602084,-1846.2676918583343
broad,4,broad_joint,confirmation,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,deterministic,combined_cover,current,12,0,0,0.0,-2391.5028775,-2821.6139085937502,-2000.871652745834,12,-2391.5028775,-2259.6065340000005,0.0,-1162.3282230000004,21.204998575164478,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2873.33805260625,-2032.5909949875002
broad,4,broad_joint,confirmation,assumption__radius_max__noise_deterministic__scale_300,broad_or_stress_assumption,deterministic,coverage,current,12,0,0,0.0,-2172.1977477500004,-2605.8292121791674,-1817.131924791667,12,-2172.1977477500004,-2097.0819690000008,0.0,-1163.1190650000008,19.312185737807777,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2596.485232475,-1851.417289745834
broad,4,broad_joint,all,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,all,combined_cover,current,12,0,0,0.0,-1301.3711732500003,-1770.2256863854166,-747.5470846062507,12,-1301.3711732500003,-1684.4918734999992,0.08333333333333333,741.6670359999989,12.107889834957403,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1771.8951611166665,-807.3491745270836
broad,4,broad_joint,all,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,all,coverage,current,12,0,0,0.0,-1222.044835,-1651.6387624416666,-710.8914725333332,12,-1222.044835,-1476.816742,0.08333333333333333,864.0110759999989,11.33323490554539,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1626.5218908749996,-728.3991586083333
broad,4,broad_joint,all,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,deterministic,combined_cover,current,12,0,0,0.0,-1301.3711732500003,-1777.6581402124998,-773.961319287501,12,-1301.3711732500003,-1684.4918734999992,0.08333333333333333,741.6670359999989,12.107889834957403,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1772.1238542749998,-745.2734215229174
broad,4,broad_joint,all,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,deterministic,coverage,current,12,0,0,0.0,-1222.044835,-1637.03855648125,-722.6285665895836,12,-1222.044835,-1476.816742,0.08333333333333333,864.0110759999989,11.33323490554539,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1643.8554621979167,-736.875523518751
broad,4,broad_joint,confirmation,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,all,combined_cover,current,12,0,0,0.0,-1301.3711732500003,-1760.905062729167,-747.2703182229172,12,-1301.3711732500003,-1684.4918734999992,0.08333333333333333,741.6670359999989,12.107889834957403,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1757.2265335479165,-775.649500377084
broad,4,broad_joint,confirmation,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,all,coverage,current,12,0,0,0.0,-1222.044835,-1651.5887862375,-705.1569592895842,12,-1222.044835,-1476.816742,0.08333333333333333,864.0110759999989,11.33323490554539,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1644.7844568541666,-695.6318668312502
broad,4,broad_joint,confirmation,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,deterministic,combined_cover,current,12,0,0,0.0,-1301.3711732500003,-1772.204546766667,-758.1515250270835,12,-1301.3711732500003,-1684.4918734999992,0.08333333333333333,741.6670359999989,12.107889834957403,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1809.8816463749997,-748.4731601958339
broad,4,broad_joint,confirmation,assumption__radius_max__noise_deterministic__scale_75,broad_or_stress_assumption,deterministic,coverage,current,12,0,0,0.0,-1222.044835,-1649.2466108604167,-738.9048065687502,12,-1222.044835,-1476.816742,0.08333333333333333,864.0110759999989,11.33323490554539,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-1660.1611259791662,-717.9613615000005
broad,4,broad_joint,all,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,all,combined_cover,current,12,0,0,0.0,-2039.3441500833333,-2497.91397040625,-1540.54582056875,12,-2039.3441500833333,-2142.3648699999994,0.0,-451.8013459999984,18.06387383925819,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2519.8305964375,-1565.8969718916674
broad,4,broad_joint,all,assumption__radius_max__noise_extreme__scale_150,broad_or_stress_assumption,all,coverage,current,12,0,0,0.0,-1889.7514338333337,-2392.0964502458332,-1322.7219159541671,12,-1889.7514338333337,-2128.2150795,0.08333333333333333,185.71136099999967,16.706096187911214,pointwise paired bootstrap; exploratory and not multiplicity-adjusted,very small stratum,-2392.5195846875,-1316.834666558334
